2025-05-29 19:18:27.936915 ; Session        ; Debug       ; Session log loaded as 'C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\tap 2025-05-29 19-18-27.txt'. [1.14 ms]
2025-05-29 19:18:27.954532 ; Session        ; Debug       ; Deleting log file: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\SessionLog 2025-05-29 18-12-45.txt
2025-05-29 19:18:27.959869 ; Session        ; Debug       ; Running '.\tap  package create "C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\\package.xml" --install' in 'C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release'.
2025-05-29 19:18:27.987130 ; AssemblyFinder ; Debug       ; Found 18/39 assembly files. [8.61 ms]
2025-05-29 19:18:28.007254 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2025-05-29 19:18:28.148920 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2025-05-29 19:18:28.229000 ; Searcher       ; Debug       ; Ordered 18 assemblies according to references. [211 ms]
2025-05-29 19:18:28.275421 ; Searcher       ; Warning     ; Plugin with duplicate type name OpenTap.Plugins.PluginDevelopment.ScpiInstrumentExample defined in 'BT2202a' and 'BT2202A'
2025-05-29 19:18:28.279950 ; PluginManager  ; Debug       ; Found 5 plugin assemblies containing 184 plugin types. [264 ms]
2025-05-29 19:18:28.280955 ; PluginManager  ; Debug       ; Found version 9.27.1+49587562  of OpenTap.dll
2025-05-29 19:18:28.280955 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2025-05-29 19:18:28.280955 ; PluginManager  ; Debug       ; Found version 9.27.1+49587562  of OpenTap.Package.dll
2025-05-29 19:18:28.280955 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2025-05-29 19:18:28.280955 ; PluginManager  ; Debug       ; Found version 9.27.1+49587562  of OpenTap.Plugins.BasicSteps.dll
2025-05-29 19:18:28.280955 ; PluginManager  ; Debug       ; Searched 18 Assemblies. [266 ms]
2025-05-29 19:18:28.287073 ; AssemblyData   ; Debug       ; Loaded OpenTap. [272 us]
2025-05-29 19:18:28.295917 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.26100 X64
2025-05-29 19:18:28.295917 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9300.0
2025-05-29 19:18:28.295917 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.27.1+49587562 X64
2025-05-29 19:18:28.298912 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [2.70 ms]
2025-05-29 19:18:28.306891 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [5.80 ms]
2025-05-29 19:18:28.325348 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [3.19 ms]
2025-05-29 19:18:28.334879 ; Session        ; Debug       ; Session log loaded as 'C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\SessionLog 2025-05-29 19-18-27.txt'. [9.96 ms]
2025-05-29 19:18:28.375485 ; AssemblyData   ; Debug       ; Loaded mscorlib. [600 ns]
2025-05-29 19:18:28.427712 ; CLI            ; Debug       ; Executing CLI action: package \ create
2025-05-29 19:18:28.436827 ; VariableExpander ; Debug       ; Initialized variable expander:
2025-05-29 19:18:28.446228 ; Package        ; Debug       ; Package preprocessing completed. [11.4 ms]
2025-05-29 19:18:28.448727 ; Installation   ; Debug       ; BT2202a                  - 0.2.0-alpha
2025-05-29 19:18:28.448727 ; Installation   ; Debug       ; OpenTAP                  - 9.27.1+49587562
2025-05-29 19:18:28.448727 ; Installation   ; Debug       ; PathWave License Manager - 7.4.1+efeba870
2025-05-29 19:18:28.448727 ; Resolver       ; Debug       ; Found match for DotNet.Glob, Version=3.0.1.0, Culture=neutral, PublicKeyToken=b68cc888b4f632d1 in C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\DotNet.Glob.3.0.1.0\DotNet.Glob.dll
2025-05-29 19:18:28.460603 ; Searcher       ; Warning     ; Multiple assemblies of different versions named Microsoft.Bcl.AsyncInterfaces exists 
2025-05-29 19:18:28.461606 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Microsoft.Bcl.AsyncInterfaces.dll version: 4.700.19.46214
2025-05-29 19:18:28.461606 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\Microsoft.Bcl.AsyncInterfaces.1.0.0.0\Microsoft.Bcl.AsyncInterfaces.dll version: 4.700.19.56404
2025-05-29 19:18:28.461606 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Buffers exists 
2025-05-29 19:18:28.462606 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Buffers.dll version: 4.6.26515.06
2025-05-29 19:18:28.462606 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Buffers.4.0.3.0\System.Buffers.dll version: 4.6.28619.01
2025-05-29 19:18:28.462606 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Memory exists 
2025-05-29 19:18:28.462606 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Memory.dll version: 4.6.27617.02
2025-05-29 19:18:28.463606 ; Searcher       ; Debug       ; Assembly 2: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Memory.4.0.1.1\System.Memory.dll version: 4.6.28619.01
2025-05-29 19:18:28.463606 ; Searcher       ; Warning     ; Multiple assemblies of different versions named System.Runtime.CompilerServices.Unsafe exists 
2025-05-29 19:18:28.464607 ; Searcher       ; Debug       ; Assembly 1: C:\Users\cesar\OneDrive\Escritorio\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\System.Runtime.CompilerServices.Unsafe.dll version: 4.700.19.46214
