2025-04-23 16:26:36.190620 ; Session        ; Debug       ; Session log loaded as 'C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\tap 2025-04-23 16-26-36.txt'. [1.72 ms]
2025-04-23 16:26:36.216551 ; Session        ; Debug       ; Running '.\tap  package create "C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\\package.xml" --install' in 'C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release'.
2025-04-23 16:26:36.256444 ; AssemblyFinder ; Debug       ; Found 17/38 assembly files. [12.7 ms]
2025-04-23 16:26:36.279382 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2025-04-23 16:26:36.405529 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2025-04-23 16:26:36.536848 ; Searcher       ; Debug       ; Ordered 17 assemblies according to references. [241 ms]
2025-04-23 16:26:36.603670 ; Searcher       ; Warning     ; Plugin with duplicate type name OpenTap.Plugins.PluginDevelopment.ScpiInstrumentExample defined in 'BT2202a' and 'BT2202A'
2025-04-23 16:26:36.609654 ; PluginManager  ; Debug       ; Found 5 plugin assemblies containing 183 plugin types. [317 ms]
2025-04-23 16:26:36.610651 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.dll
2025-04-23 16:26:36.610651 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2025-04-23 16:26:36.610651 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Package.dll
2025-04-23 16:26:36.610651 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2025-04-23 16:26:36.610651 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Plugins.BasicSteps.dll
2025-04-23 16:26:36.610651 ; PluginManager  ; Debug       ; Searched 17 Assemblies. [320 ms]
2025-04-23 16:26:36.619627 ; AssemblyData   ; Debug       ; Loaded OpenTap. [503 us]
2025-04-23 16:26:36.632592 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2025-04-23 16:26:36.632592 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9310.0
2025-04-23 16:26:36.632592 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.26.1+3d268116 X64
2025-04-23 16:26:36.637579 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [4.73 ms]
2025-04-23 16:26:36.646555 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [8.06 ms]
2025-04-23 16:26:36.676476 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [5.38 ms]
2025-04-23 16:26:36.688444 ; Session        ; Debug       ; Session log loaded as 'C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\SessionLog 2025-04-23 16-26-36.txt'. [16.7 ms]
2025-04-23 16:26:36.769227 ; AssemblyData   ; Debug       ; Loaded mscorlib. [600 ns]
2025-04-23 16:26:36.813109 ; CLI            ; Debug       ; Executing CLI action: package \ create
2025-04-23 16:26:36.825077 ; VariableExpander ; Debug       ; Initialized variable expander:
2025-04-23 16:26:36.839041 ; Package        ; Debug       ; Package preprocessing completed. [16.4 ms]
2025-04-23 16:26:36.846023 ; Resolver       ; Debug       ; Found match for DotNet.Glob, Version=3.0.1.0, Culture=neutral, PublicKeyToken=b68cc888b4f632d1 in C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\DotNet.Glob.3.0.1.0\DotNet.Glob.dll
2025-04-23 16:26:36.867964 ; Installation   ; Debug       ; BT2202a                  - 0.2.0-alpha
2025-04-23 16:26:36.867964 ; Installation   ; Debug       ; OpenTAP                  - 9.26.1+3d268116
2025-04-23 16:26:36.867964 ; Installation   ; Debug       ; PathWave License Manager - 7.4.1+efeba870
2025-04-23 16:26:36.871952 ; Searcher       ; Warning     ; Multiple assemblies of different versions named Microsoft.Bcl.AsyncInterfaces exists 
2025-04-23 16:26:36.872949 ; Searcher       ; Debug       ; Assembly 1: C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Microsoft.Bcl.AsyncInterfaces.dll version: 4.700.19.46214
2025-04-23 16:26:36.872949 ; Searcher       ; Debug       ; Assembly 2: C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\Microsoft.Bcl.AsyncInterfaces.1.0.0.0\Microsoft.Bcl.AsyncInterfaces.dll version: 4.700.19.56404
