2025-05-13 19:08:49.593454 ; Session        ; Debug       ; Session log loaded as 'C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\tap 2025-05-13 19-08-48.txt'. [2.04 ms]
2025-05-13 19:08:49.635342 ; Session        ; Debug       ; Running '.\tap  package create "C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\\package.xml" --install' in 'C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release'.
2025-05-13 19:08:49.671246 ; AssemblyFinder ; Debug       ; Found 18/39 assembly files. [12.0 ms]
2025-05-13 19:08:49.708147 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2025-05-13 19:08:49.896644 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2025-05-13 19:08:50.508010 ; Searcher       ; Debug       ; Ordered 18 assemblies according to references. [782 ms]
2025-05-13 19:08:50.577823 ; Searcher       ; Warning     ; Plugin with duplicate type name OpenTap.Plugins.PluginDevelopment.ScpiInstrumentExample defined in 'BT2202a' and 'BT2202A'
2025-05-13 19:08:50.583807 ; PluginManager  ; Debug       ; Found 5 plugin assemblies containing 183 plugin types. [861 ms]
2025-05-13 19:08:50.584804 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.dll
2025-05-13 19:08:50.584804 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2025-05-13 19:08:50.584804 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Package.dll
2025-05-13 19:08:50.585802 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2025-05-13 19:08:50.585802 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Plugins.BasicSteps.dll
2025-05-13 19:08:50.585802 ; PluginManager  ; Debug       ; Searched 18 Assemblies. [864 ms]
2025-05-13 19:08:50.593780 ; AssemblyData   ; Debug       ; Loaded OpenTap. [509 us]
2025-05-13 19:08:50.609737 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2025-05-13 19:08:50.609737 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9310.0
2025-05-13 19:08:50.609737 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.26.1+3d268116 X64
2025-05-13 19:08:50.616719 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [7.16 ms]
2025-05-13 19:08:50.626692 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [11.7 ms]
2025-05-13 19:08:50.671573 ; Session        ; Debug       ; Session log loaded as 'C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\SessionLog 2025-05-13 19-08-48.txt'. [17.1 ms]
2025-05-13 19:08:50.696505 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [6.64 ms]
2025-05-13 19:08:50.777290 ; AssemblyData   ; Debug       ; Loaded mscorlib. [500 ns]
2025-05-13 19:08:50.819177 ; CLI            ; Debug       ; Executing CLI action: package \ create
2025-05-13 19:08:50.846106 ; VariableExpander ; Debug       ; Initialized variable expander:
