2025-04-08 16:08:58.190885 ; Session        ; Debug       ; Session log loaded as 'C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\tap 2025-04-08 16-08-57.txt'. [1.72 ms]
2025-04-08 16:08:58.220092 ; Session        ; Debug       ; Deleting log file: C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\SessionLog 2025-04-03 20-04-40.txt
2025-04-08 16:08:58.269993 ; Session        ; Debug       ; Running '"C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\tap.exe" tui' in 'C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release'.
2025-04-08 16:08:58.306937 ; AssemblyFinder ; Debug       ; Found 17/38 assembly files. [10.6 ms]
2025-04-08 16:08:58.337259 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2025-04-08 16:08:58.367970 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2025-04-08 16:08:58.521224 ; Searcher       ; Debug       ; Ordered 17 assemblies according to references. [167 ms]
2025-04-08 16:08:58.600773 ; Searcher       ; Warning     ; Plugin with duplicate type name OpenTap.Plugins.PluginDevelopment.ScpiInstrumentExample defined in 'BT2202a' and 'BT2202A'
2025-04-08 16:08:58.606252 ; PluginManager  ; Debug       ; Found 5 plugin assemblies containing 183 plugin types. [255 ms]
2025-04-08 16:08:58.607790 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.dll
2025-04-08 16:08:58.607790 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2025-04-08 16:08:58.607790 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Package.dll
2025-04-08 16:08:58.607790 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2025-04-08 16:08:58.607790 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Plugins.BasicSteps.dll
2025-04-08 16:08:58.607790 ; PluginManager  ; Debug       ; Searched 17 Assemblies. [258 ms]
2025-04-08 16:08:58.618083 ; AssemblyData   ; Debug       ; Loaded OpenTap. [495 us]
2025-04-08 16:08:58.639024 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2025-04-08 16:08:58.639024 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9290.0
2025-04-08 16:08:58.640022 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.26.1+3d268116 X64
2025-04-08 16:08:58.653984 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [13.8 ms]
2025-04-08 16:08:58.657973 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [12.3 ms]
2025-04-08 16:08:58.703892 ; AssemblyData   ; Debug       ; Loaded OpenTap.Plugins.BasicSteps. [5.66 ms]
2025-04-08 16:08:58.706842 ; Session        ; Debug       ; Session log loaded as 'C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\SessionLog 2025-04-08 16-08-57.txt'. [16.8 ms]
