2025-04-22 15:47:25.167456 ; Session        ; Debug       ; Session log loaded as 'C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\tap 2025-04-22 15-47-24.txt'. [2.18 ms]
2025-04-22 15:47:25.205355 ; Session        ; Debug       ; Deleting log file: C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\SessionLog 2025-04-03 20-07-07.txt
2025-04-22 15:47:25.212336 ; Session        ; Debug       ; Running '.\tap  package create "C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\\package.xml" --install' in 'C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release'.
2025-04-22 15:47:25.250864 ; AssemblyFinder ; Debug       ; Found 17/38 assembly files. [12.4 ms]
2025-04-22 15:47:25.278789 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2025-04-22 15:47:25.444499 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\marsa\Downloads\BT2202A_Plugin-json_testing\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2025-04-22 15:47:25.965510 ; Searcher       ; Debug       ; Ordered 17 assemblies according to references. [668 ms]
2025-04-22 15:47:26.037483 ; Searcher       ; Warning     ; Plugin with duplicate type name OpenTap.Plugins.PluginDevelopment.ScpiInstrumentExample defined in 'BT2202a' and 'BT2202A'
2025-04-22 15:47:26.042468 ; PluginManager  ; Debug       ; Found 5 plugin assemblies containing 183 plugin types. [749 ms]
2025-04-22 15:47:26.044463 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.dll
2025-04-22 15:47:26.044463 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2025-04-22 15:47:26.044463 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Package.dll
2025-04-22 15:47:26.044463 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2025-04-22 15:47:26.044463 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Plugins.BasicSteps.dll
2025-04-22 15:47:26.044463 ; PluginManager  ; Debug       ; Searched 17 Assemblies. [752 ms]
2025-04-22 15:47:26.053440 ; AssemblyData   ; Debug       ; Loaded OpenTap. [498 us]
2025-04-22 15:47:26.069398 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2025-04-22 15:47:26.070394 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9300.0
2025-04-22 15:47:26.070394 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.26.1+3d268116 X64
2025-04-22 15:47:26.074383 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [4.62 ms]
