2025-05-13 19:21:36.274603 ; Session        ; Debug       ; Session log loaded as 'C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release\SessionLogs\tap 2025-05-13 19-21-36.txt'. [1.87 ms]
2025-05-13 19:21:36.311870 ; Session        ; Debug       ; Running '.\tap  package create "C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\\package.xml" --install' in 'C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release'.
2025-05-13 19:21:36.390659 ; AssemblyFinder ; Debug       ; Found 18/39 assembly files. [45.7 ms]
2025-05-13 19:21:36.433706 ; Resolver       ; Debug       ; Found match for System.Collections.Immutable, Version=1.2.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Collections.Immutable.1.2.3.0\System.Collections.Immutable.dll
2025-05-13 19:21:36.656882 ; Resolver       ; Debug       ; Found match for System.Reflection.Metadata, Version=1.4.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a in C:\Users\marsa\OneDrive\Documentos\BT2202A_Plugin-json_testing(MariosVersion)\BT2202A_Plugin-json_testing\YushiProject\bin\Release\Dependencies\System.Reflection.Metadata.1.4.3.0\System.Reflection.Metadata.dll
2025-05-13 19:21:36.794106 ; Searcher       ; Debug       ; Ordered 18 assemblies according to references. [321 ms]
2025-05-13 19:21:36.862658 ; Searcher       ; Warning     ; Plugin with duplicate type name OpenTap.Plugins.PluginDevelopment.ScpiInstrumentExample defined in 'BT2202a' and 'BT2202A'
2025-05-13 19:21:36.868613 ; PluginManager  ; Debug       ; Found 5 plugin assemblies containing 183 plugin types. [401 ms]
2025-05-13 19:21:36.869612 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.dll
2025-05-13 19:21:36.869612 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2025-05-13 19:21:36.869612 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Package.dll
2025-05-13 19:21:36.869612 ; PluginManager  ; Debug       ; Found version 0.0.0            of BT2202a.dll
2025-05-13 19:21:36.869612 ; PluginManager  ; Debug       ; Found version 9.26.1+3d268116  of OpenTap.Plugins.BasicSteps.dll
2025-05-13 19:21:36.869612 ; PluginManager  ; Debug       ; Searched 18 Assemblies. [409 ms]
2025-05-13 19:21:36.878587 ; AssemblyData   ; Debug       ; Loaded OpenTap. [500 us]
2025-05-13 19:21:36.892899 ; SystemInfo     ; Debug       ; Microsoft Windows 10.0.19045 X64
2025-05-13 19:21:36.892899 ; SystemInfo     ; Debug       ; .NET Framework 4.8.9310.0
2025-05-13 19:21:36.893547 ; SystemInfo     ; Debug       ; OpenTAP Engine 9.26.1+3d268116 X64
2025-05-13 19:21:36.899531 ; AssemblyData   ; Debug       ; Loaded OpenTap.Package. [6.40 ms]
2025-05-13 19:21:36.907509 ; Settings       ; Debug       ; No settings file exists for EngineSettings. A new instance with default values has been created. [8.49 ms]
